otu name	16rRNA	Percent Homology	evalue	bitscore	homology extract gibbsfree_otu/gibbsfree_homolog	total length gibbsfree_otu/otu_lenth/gibbsfree_homolog/homolog_length	Olin1	Olin2	Olin3	Olin4	Olin5	Olin6	Olin7	Olin8	Olin9	Olin10	Olin11	Olin12	Olin13	Olin14	Olin15	Olin16	Olin17	Olin18	Olin19	Olin20	Olin21	Olin22	Olin23	Olin24	Olin25	Olin26	Olin27	Olin28	Olin29	Olin30	Olin31	Olin32	Olin33	Olin34	Olin35	Olin36	Olin37	Olin38	Olin39	Olin40	Olin41	Olin42	Olin43	Olin44	Olin45	Olin46	Olin47	Olin48	Olin49	Olin50	Olin51	Olin52	Olin53	Olin54	Olin55	Olin56	Olin57	Olin58	Olin59	Olin60	Olin61	Olin62	Olin63	Olin64	Olin65	Olin66	Olin67	Olin68	Olin69	Olin70	Olin71	Olin72	Olin73	Olin74	Olin75	Olin76	Olin77	Olin78	Olin79	Olin80	Olin81	Olin82	Olin83	Olin84	Olin85	Olin86	Olin87	Olin88	
OTU_533	cp001280.1 methylocella silvestris str. bl2  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__methylocella;s__methylocella silvestris;superkingdom__bacteria	91.8987341772152	2.87275e-158	562.134			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
OTU_534	bradyrhizobium sp. s2hs2 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__bradyrhizobium;s__bradyrhizobium sp.;superkingdom__bacteria	94.6745562130178	1.69795e-148	529.673			0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
OTU_535	uncultured clostridium sp. ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__clostridiaceae;g__clostridium;s__clostridium spp.;superkingdom__bacteria	89.3401015228426	2.51998e-146	522.46			1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OTU_536	brevundimonas sp. c1403 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__brevundimonas;s__brevundimonas sp.;superkingdom__bacteria	85.0785340314136	5.20324194760762e-117	425.07797244629			1	1	0	1	0	2	0	1	0	0	24	16	1	0	0	0	0	23	31	0	0	0	3	0	0	8	5	0	0	0	0	1	0	25	10	2	0	4	0	0	0	6	40	26	43	23	0	0	17	29	34	4	41	0	1	1	2	0	2	18	0	0	4	3	7	3	8	1	1	4	4	0	26	14	5	0	4	5	1	24	5	0	0	0	1	0	0	0	
OTU_537	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	95.1776649746193	2.87021649988955e-177	625.251909369633			0	0	0	4	3	2	0	0	1	1	0	1	1	6	5	0	1	0	0	4	2	3	0	0	0	0	0	2	0	2	2	2	1	1	0	0	4	2	3	3	1	0	1	1	0	1	1	1	3	0	2	1	2	0	2	2	1	2	0	0	4	0	0	0	2	0	0	0	1	1	0	2	1	2	2	1	2	0	1	4	1	0	1	3	4	0	2	3	
OTU_538	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	96.09375	2.87021649988955e-177	625.251909369633			0	0	0	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	
OTU_539	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	95.6852791878173	5.54082131408081e-180	634.268753375189			0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	1	
OTU_540	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.4584382871537	6.35690491153033e-173	610.824958960744			17	20	31	8	9	12	1	1	0	0	6	11	12	7	16	2	1	21	19	4	4	1	0	1	2	9	10	0	5	4	3	2	1	12	17	24	18	30	17	29	19	4	24	12	13	13	16	23	15	18	14	20	12	0	15	15	9	7	4	3	18	8	5	4	4	9	6	4	8	21	29	11	16	9	15	24	27	13	7	22	15	10	20	9	7	2	28	37	
OTU_541	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	93.5103244837758	1.30538014947026e-143	513.443043700739			0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	
OTU_542	ab079679.1 rhodopseudomonas sp. hmd89  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__afipia;s__afipia sp.;superkingdom__bacteria	96.7005076142132	0	652.302			31	17	22	18	12	14	2	6	1	2	21	28	14	15	23	2	7	20	14	10	26	11	3	2	4	25	13	4	4	18	27	11	14	8	8	15	20	29	23	29	20	0	4	5	10	11	38	20	18	15	19	32	21	0	11	18	13	42	13	14	53	21	1	1	1	0	2	2	0	7	2	7	11	9	3	4	5	5	8	12	12	3	5	12	3	1	81	19	
OTU_543	uncultured beijerinckia sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__beijerinckiaceae;g__beijerinckia;s__beijerinckia spp.;superkingdom__bacteria	97.4489795918367	0	663.123			1	0	0	1	0	3	0	0	0	0	2	1	1	0	0	0	0	0	1	1	1	1	1	0	0	2	1	1	0	4	0	0	1	1	1	10	1	7	5	4	8	0	3	1	7	3	1	7	3	7	3	5	2	0	3	2	8	3	2	2	1	1	0	0	0	31	6	5	2	4	3	29	11	24	4	1	7	17	6	10	13	6	11	3	0	3	12	4	
OTU_544	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	91.1227154046997	3.27781e-151	538.69			0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	
OTU_545	am947938.1 rhodopseudomonas pangongensis str. ja310  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodopseudomonas;s__rhodopseudomonas pangongensis;superkingdom__bacteria	91.0025706940874	1.14407e-150	536.887			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OTU_546	barnesiella viscericola dsm 18177 ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__barnesiella;s__barnesiella viscericola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	81.6793893129771	6.73667e-103	378.19			1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	3	2	0	1	0	2	0	0	0	0	0	5	0	0	0	0	1	1	1	4	2	0	0	0	0	3	4	1	2	0	1	0	0	0	0	0	0	0	1	2	4	1	0	1	0	1	0	4	1	3	1	3	2	4	0	0	1	
OTU_547	uncultured acetobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__acetobacteraceae;g__acetobacter;s__acetobacter spp.;superkingdom__bacteria	91.7355371900827	1.06751e-92	343.926			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	
OTU_548	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	97.4619289340102	0	666.729391795191			4	9	8	52	25	44	23	36	14	46	11	7	93	71	94	41	61	10	13	42	89	43	3	10	21	5	7	20	14	35	32	32	37	35	21	30	41	32	37	34	31	8	19	24	10	25	37	33	35	33	45	32	20	0	15	18	76	20	18	26	13	5	22	21	12	9	12	12	15	33	28	23	32	7	29	40	32	12	21	21	13	12	15	26	30	10	79	29	
OTU_549	uncultured pontibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	86.0050890585242	1.06655918372826e-125	453.931873264069			13	3	4	0	2	3	1	1	0	2	1	20	1	0	0	0	1	2	0	2	3	0	0	0	3	11	8	1	5	2	2	16	12	7	2	2	5	1	0	5	0	1	31	2	4	4	0	2	7	8	30	5	4	0	15	7	90	67	28	4	12	8	5	0	2	0	0	0	22	3	20	55	27	9	31	27	19	18	119	63	72	47	44	32	26	6	20	9	
OTU_550	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	84.3434343434343	1.21694315019751e-118	430.488078849623			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	
OTU_551	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	90.8629441624365	1.81290462382813e-154	549.510419722963			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
OTU_552	uncultured spirochaeta sp. ;k__bacteria;p__spirochaetes;c__spirochaetia;o__spirochaetales;f__spirochaetaceae;g__spirochaeta;s__spirochaeta spp.;superkingdom__bacteria	87.468671679198	7.75798769569688e-134	480.982405280737			0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OTU_553	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	95.4430379746835	2.87021649988955e-177	625.251909369633			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	
OTU_554	uncultured pontibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	80.4071246819338	7.68653467086538e-096	354.746589202953			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	
OTU_555	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	95.9390862944162	0	639.678859778523			0	0	0	4	0	1	0	0	0	0	0	0	3	2	2	0	0	0	1	1	1	1	0	0	0	0	0	0	0	2	1	0	0	1	1	1	2	0	0	0	0	1	0	0	0	3	1	1	1	1	2	2	0	0	0	2	0	0	2	1	2	0	0	0	0	1	0	0	1	2	1	0	2	0	1	0	1	0	0	0	1	0	0	1	0	0	4	1	
OTU_556	uncultured pontibacter sp. ;k__bacteria;p__bacteroidetes;c__cytophagia;o__cytophagales;f__cytophagaceae;g__pontibacter;s__pontibacter spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	82.9516539440204	2.06076291824284e-109	399.830809230733			2	1	1	0	2	3	0	0	0	1	0	6	1	2	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	2	1	8	10	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	1	0	0	2	4	3	3	0	1	2	1	0	0	0	1	0	0	0	1	3	12	6	0	3	0	1	3	7	4	5	1	6	1	3	0	1	0	
OTU_557	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	90.8163265306122	2.19640153356294e-153	545.90368212074			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	
OTU_558	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	99.4444444444444	7.38731767926218e-086	320.48258198184			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	
OTU_559	aj229247.1 anoxic bulk soil flooded rice microcosm isolate str. kcb90  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	96.2025316455696	0	641.482228579634			5	5	7	41	9	18	11	7	1	3	2	4	47	56	33	10	6	3	3	33	32	37	2	1	5	12	1	10	9	45	13	10	16	14	11	44	49	76	9	22	21	5	9	18	10	19	13	17	37	40	35	17	9	1	12	13	27	34	16	12	10	12	6	4	9	4	3	8	2	19	20	30	29	9	40	16	30	12	29	15	23	4	10	34	8	1	43	18	
OTU_560	barnesiella viscericola dsm 18177 ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__porphyromonadaceae;g__barnesiella;s__barnesiella viscericola;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	84.5833333333333	3.61889e-67	259.168			1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	1	1	1	1	1	0	2	0	0	0	0	
OTU_561	uncultured bacteroides sp. ;k__bacteria;p__bacteroidetes;c__bacteroidia;o__bacteroidales;f__bacteroidaceae;g__bacteroides;s__bacteroides spp.;superkingdom__bacteria;superphylum__bacteroidetes/chlorobi group	88.3544303797468	3.50282e-138	495.409			1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	
OTU_562	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;superkingdom__bacteria	90.8860759493671	9.33934e-152	540.494			0	2	3	2	0	3	4	3	2	7	2	2	1	1	3	6	5	4	1	2	0	1	1	3	2	0	1	2	0	0	6	7	9	1	2	0	1	0	1	3	1	0	1	2	0	2	1	2	0	0	1	1	0	0	0	1	0	0	0	1	0	0	2	0	4	0	0	1	0	0	2	3	1	1	0	0	0	0	0	2	1	1	0	1	2	0	0	0	
OTU_563	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	96.4467005076142	0	648.696			3	3	5	17	11	14	3	6	0	3	1	2	38	45	25	3	9	3	0	29	22	27	2	0	3	4	2	8	7	13	2	1	6	7	2	10	11	17	7	11	7	2	8	5	10	12	4	7	13	16	24	7	7	0	13	7	9	7	8	4	2	2	4	0	1	2	2	2	6	10	7	13	13	4	10	14	15	8	18	12	7	8	3	9	5	1	19	14	
OTU_564	gq071983.1 topographical and temporal human skin microbiome skin occiput clone nbw190g03c1  ;k__bacteria;p__firmicutes;c__clostridia;o__clostridiales;f__peptoniphilaceae;g__anaerococcus;s__anaerococcus hydrogenalis;superkingdom__bacteria	99.7429305912596	0	697.387			0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
OTU_565	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	94.6969696969697	1.22717e-175	619.842			38	49	104	19	14	44	3	7	4	2	47	67	29	29	27	3	4	69	51	20	19	13	2	3	5	39	36	14	24	23	12	8	11	52	40	77	70	91	61	77	45	30	68	32	42	51	37	62	51	64	57	76	39	0	45	41	38	44	16	25	40	23	17	23	14	31	22	22	24	64	118	84	66	41	75	108	92	88	39	87	54	32	71	55	52	4	88	138	
OTU_566	rhodoblastus acidophilus ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__bradyrhizobiaceae;g__rhodoblastus;s__rhodoblastus acidophilus;superkingdom__bacteria	90.5128205128205	1.6979468155871e-148	529.67336291074			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	0	0	0	0	
OTU_567	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	96.7005076142132	0	652.302441386301			3	3	7	42	26	42	6	16	4	10	1	12	64	62	85	14	15	10	2	46	47	42	1	0	7	5	4	19	16	35	9	4	8	17	17	13	27	34	12	30	17	6	7	10	6	11	14	21	18	19	27	10	9	0	10	8	11	15	7	6	4	3	5	9	10	2	5	7	10	12	10	14	26	8	21	21	17	3	16	10	20	12	10	30	14	1	16	13	
OTU_568	uncultured fibrobacter sp. ;k__bacteria;p__fibrobacteres;c__fibrobacteria;o__fibrobacterales;f__fibrobacteraceae;g__fibrobacter;s__fibrobacter spp.;superkingdom__bacteria;superphylum__fibrobacteres/acidobacteria group	84.6938775510204	8.24512613915766e-121	437.701554054068			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	
OTU_569	uncultured caulobacter sp. ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__caulobacterales;f__caulobacteraceae;g__caulobacter;s__caulobacter spp.;superkingdom__bacteria	84.1836734693878	4.27108108109184e-118	428.684710048512			15	15	16	9	11	16	15	14	15	29	172	136	22	16	18	23	24	204	253	14	14	7	9	6	13	73	37	10	10	14	30	12	26	280	212	18	13	89	10	18	29	30	253	314	262	280	24	26	289	514	347	58	239	1	32	27	51	40	39	198	31	30	56	78	66	43	77	42	16	77	88	103	322	236	62	45	106	185	36	265	76	9	28	16	7	0	6	6	
OTU_570	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	90.126582278481	1.6979468155871e-148	529.67336291074			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	3	1	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	2	0	1	0	1	0	0	0	0	0	0	0	0	
OTU_571	stappia sp. e19 ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__alphaproteobacteria;f__alphaproteobacteria;g__hartmannibacter;s__stappia sp.;superkingdom__bacteria	96.4467005076142	0	648.695703784079			0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	3	0	0	1	0	
OTU_572	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	87.0466321243523	4.86899763613658e-130	468.358823672959			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	
OTU_573	ay297802.1 waterlogged archaeological wood clone pach82  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhizobiales;f__methylocystaceae;g__pleomorphomonas;s__pleomorphomonas oryzae;superkingdom__bacteria	94.3850267379679	1.01159042788021e-163	580.167689341853			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	
OTU_574	uncultured opitutus sp. ;k__bacteria;p__verrucomicrobia;c__opitutae;o__opitutales;f__opitutaceae;g__opitutus;s__opitutus spp.;superkingdom__bacteria;superphylum__chlamydiae/verrucomicrobia group	93.1818181818182	1.70579461463127e-167	592.791270949632			0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	
OTU_575	eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ;k__bacteria;p__proteobacteria;c__alphaproteobacteria;o__rhodospirillales;f__rhodospirillaceae;g__magnetospirillum;s__magnetospirillum sp.;superkingdom__bacteria	95.6852791878173	5.54082131408081e-180	634.268753375189			0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	
