otu name,Name,k__,p__,c__,o__,f__,g__,s__,superkingdom__,superphylum__,subclass,suborder,subphylum__
OTU_359,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_360,uncultured pleomorphomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_361,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_362,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_363,uncultured rhodopseudomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas spp.,superkingdom__bacteria,,,,
OTU_364,uncultured acetobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__acetobacteraceae,g__acetobacter,s__acetobacter spp.,superkingdom__bacteria,,,,
OTU_365,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_366,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_367,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_368,uncultured citrobacter sp. ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__citrobacter,s__citrobacter spp.,superkingdom__bacteria,,,,
OTU_369,barnesiella viscericola dsm 18177 ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__porphyromonadaceae,g__barnesiella,s__barnesiella viscericola,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_370,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_371,uncultured pontibacter sp. ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_372,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_373,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_374,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_375,uncultured chlorobium sp. ,k__bacteria,p__chlorobi,c__chlorobia,o__chlorobiales,f__chlorobiaceae,g__chlorobium,s__chlorobium spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_376,uncultured rhodovibrio sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__rhodovibrio,s__rhodovibrio spp.,superkingdom__bacteria,,,,
OTU_377,uncultured citrobacter sp. ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__citrobacter,s__citrobacter spp.,superkingdom__bacteria,,,,
OTU_378,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_379,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_380,uncultured pleomorphomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_381,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_382,uncultured pleomorphomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_383,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_384,phyllobacterium sp. ccge2278 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__phyllobacteriaceae,g__phyllobacterium,s__phyllobacterium sp.,superkingdom__bacteria,,,,
OTU_385,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_386,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_387,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_388,uncultured rhodocyclus sp. ,k__bacteria,p__proteobacteria,c__betaproteobacteria,o__rhodocyclales,f__rhodocyclaceae,g__rhodocyclus,s__rhodocyclus spp.,superkingdom__bacteria,,,,
OTU_389,uncultured acetobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__acetobacteraceae,g__acetobacter,s__acetobacter spp.,superkingdom__bacteria,,,,
OTU_390,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_391,fj903178.1 pontibacter sp. str. hmc6020  ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter korlensis,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_392,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_393,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_394,uncultured spirochaeta sp. ,k__bacteria,p__spirochaetes,c__spirochaetia,o__spirochaetales,f__spirochaetaceae,g__spirochaeta,s__spirochaeta spp.,superkingdom__bacteria,,,,
OTU_395,uncultured acetobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__acetobacteraceae,g__acetobacter,s__acetobacter spp.,superkingdom__bacteria,,,,
OTU_396,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_397,gq503798.1 uranium mine tailing pond inlet water clone jdgsrb045  ,k__bacteria,p__proteobacteria,c__deltaproteobacteria,o__desulfovibrionales,f__desulfovibrionaceae,g__desulfovibrio,s__desulfovibrio desulfuricans,superkingdom__bacteria,,,,subphylum__delta/epsilon subdivisions
OTU_398,ay373320.1 bacillus thermoamylovorans str. r_7499  ,k__bacteria,p__firmicutes,c__bacilli,o__bacillales,f__bacillaceae,g__bacillus,s__bacillus thermoamylovorans,superkingdom__bacteria,,,,
OTU_399,gq070490.1 topographical and temporal human skin microbiome skin volar forearm clone nbw234h03c1  ,k__bacteria,p__actinobacteria,c__actinobacteria,o__actinomycetales,f__corynebacteriaceae,g__corynebacterium,s__corynebacterium durum,superkingdom__bacteria,,subclass  actinobacteridae,suborder__corynebacterineae,
OTU_400,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_401,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_402,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_403,am947938.1 rhodopseudomonas pangongensis str. ja310  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas pangongensis,superkingdom__bacteria,,,,
OTU_404,gq015335.1 topographical and temporal human skin microbiome skin palm clone nbw767b11c1  ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__prevotellaceae,g__prevotella,s__prevotella nanceiensis,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_405,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_406,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_407,fj749471.1 lactobacillus helveticus str. imau50072 ,k__bacteria,p__firmicutes,c__bacilli,o__lactobacillales,f__lactobacillaceae,g__lactobacillus,s__lactobacillus helveticus,superkingdom__bacteria,,,,
OTU_408,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_409,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_410,uncultured spirochaeta sp. ,k__bacteria,p__spirochaetes,c__spirochaetia,o__spirochaetales,f__spirochaetaceae,g__spirochaeta,s__spirochaeta spp.,superkingdom__bacteria,,,,
OTU_411,uncultured pleomorphomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_412,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_413,delftia sp. j01 ,k__bacteria,p__proteobacteria,c__betaproteobacteria,o__burkholderiales,f__comamonadaceae,g__delftia,s__delftia sp.,superkingdom__bacteria,,,,
OTU_414,rhodopseudomonas palustris ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas palustris,superkingdom__bacteria,,,,
OTU_415,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_416,uncultured chlorobium sp. ,k__bacteria,p__chlorobi,c__chlorobia,o__chlorobiales,f__chlorobiaceae,g__chlorobium,s__chlorobium spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_417,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_418,uncultured beijerinckia sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__beijerinckiaceae,g__beijerinckia,s__beijerinckia spp.,superkingdom__bacteria,,,,
OTU_419,uncultured rhodopseudomonas sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas spp.,superkingdom__bacteria,,,,
OTU_420,prevotella sp. icm55 ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__prevotellaceae,g__prevotella,s__prevotella sp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_421,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_422,uncultured spirochaeta sp. ,k__bacteria,p__spirochaetes,c__spirochaetia,o__spirochaetales,f__spirochaetaceae,g__spirochaeta,s__spirochaeta spp.,superkingdom__bacteria,,,,
OTU_423,dq808485.1 human fecal clone rl239_aaj09b07  ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__porphyromonadaceae,g__parabacteroides,s__parabacteroides distasonis,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_424,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_425,rhodopseudomonas palustris ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas palustris,superkingdom__bacteria,,,,
OTU_426,ab159681.1 pleomorphomonas oryzae str. f_4  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_427,uncultured chlorobium sp. ,k__bacteria,p__chlorobi,c__chlorobia,o__chlorobiales,f__chlorobiaceae,g__chlorobium,s__chlorobium spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_428,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_429,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_430,rhodoblastus acidophilus ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodoblastus,s__rhodoblastus acidophilus,superkingdom__bacteria,,,,
OTU_431,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_432,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_433,uncultured globicatella sp. ,k__bacteria,p__firmicutes,c__bacilli,o__lactobacillales,f__aerococcaceae,g__globicatella,s__globicatella spp.,superkingdom__bacteria,,,,
OTU_434,phaeospirillum sp. ja559 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__phaeospirillum,s__phaeospirillum sp.,superkingdom__bacteria,,,,
OTU_435,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_436,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_437,rhodopseudomonas palustris ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas palustris,superkingdom__bacteria,,,,
OTU_438,fm873047.1 occupant source house floor dust clone fc01d06  ,k__bacteria,p__firmicutes,c__bacilli,o__lactobacillales,f__streptococcaceae,g__streptococcus,s__streptococcus thermophilus,superkingdom__bacteria,,,,
OTU_439,uncultured pontibacter sp. ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_440,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_441,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_442,am947938.1 rhodopseudomonas pangongensis str. ja310  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__rhodopseudomonas,s__rhodopseudomonas pangongensis,superkingdom__bacteria,,,,
OTU_443,uncultured spirochaeta sp. ,k__bacteria,p__spirochaetes,c__spirochaetia,o__spirochaetales,f__spirochaetaceae,g__spirochaeta,s__spirochaeta spp.,superkingdom__bacteria,,,,
OTU_444,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_445,phaeospirillum sp. ak32 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__phaeospirillum,s__phaeospirillum sp.,superkingdom__bacteria,,,,
OTU_446,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_447,uncultured acetobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__acetobacteraceae,g__acetobacter,s__acetobacter spp.,superkingdom__bacteria,,,,
OTU_448,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_449,ay297802.1 waterlogged archaeological wood clone pach82  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas oryzae,superkingdom__bacteria,,,,
OTU_450,cp001280.1 methylocella silvestris str. bl2  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__beijerinckiaceae,g__methylocella,s__methylocella silvestris,superkingdom__bacteria,,,,
OTU_451,afipia genosp. 6 ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_452,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_453,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_454,nc_010376.1 finegoldia magna str. atcc 29328  ,k__bacteria,p__firmicutes,c__clostridia,o__clostridiales,f__peptoniphilaceae,g__finegoldia,s__finegoldia magna,superkingdom__bacteria,,,,
OTU_455,af025373.1 citrobacter werkmanii str. cdc 0876_58  ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__citrobacter,s__citrobacter werkmanii,superkingdom__bacteria,,,,
OTU_456,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_457,uncultured pontibacter sp. ,k__bacteria,p__bacteroidetes,c__cytophagia,o__cytophagales,f__cytophagaceae,g__pontibacter,s__pontibacter spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_458,barnesiella viscericola dsm 18177 ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__porphyromonadaceae,g__barnesiella,s__barnesiella viscericola,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_459,uncultured citrobacter sp. ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__citrobacter,s__citrobacter spp.,superkingdom__bacteria,,,,
OTU_460,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_461,paludibacter propionicigenes ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__porphyromonadaceae,g__paludibacter,s__paludibacter propionicigenes,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_462,uncultured chlorobium sp. ,k__bacteria,p__chlorobi,c__chlorobia,o__chlorobiales,f__chlorobiaceae,g__chlorobium,s__chlorobium spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_463,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_464,cu924338.1 towards definition core microorganisms involved digestion mesophilic anaerobic digester which treats municipal wastewater sludge clone  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__methylocystaceae,g__pleomorphomonas,s__pleomorphomonas spp.,superkingdom__bacteria,,,,
OTU_465,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_466,paludibacter propionicigenes ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__porphyromonadaceae,g__paludibacter,s__paludibacter propionicigenes,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_467,eu528231.1 seasonal dynamics mudflat mouth major kentucky lake reservoir tributary sediment clone 3.5.6  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__rhodospirillaceae,g__magnetospirillum,s__magnetospirillum sp.,superkingdom__bacteria,,,,
OTU_468,uncultured acetobacter sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhodospirillales,f__acetobacteraceae,g__acetobacter,s__acetobacter spp.,superkingdom__bacteria,,,,
OTU_469,am992194.1 micrococcus luteus ts iw 23  ,k__bacteria,p__actinobacteria,c__actinobacteria,o__actinomycetales,f__micrococcaceae,g__micrococcus,s__micrococcus luteus,superkingdom__bacteria,,subclass  actinobacteridae,suborder__micrococcineae,
OTU_470,uncultured opitutus sp. ,k__bacteria,p__verrucomicrobia,c__opitutae,o__opitutales,f__opitutaceae,g__opitutus,s__opitutus spp.,superkingdom__bacteria,superphylum__chlamydiae/verrucomicrobia group,,,
OTU_471,ab079679.1 rhodopseudomonas sp. hmd89  ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__bradyrhizobiaceae,g__afipia,s__afipia sp.,superkingdom__bacteria,,,,
OTU_472,af025373.1 citrobacter werkmanii str. cdc 0876_58  ,k__bacteria,p__proteobacteria,c__gammaproteobacteria,o__enterobacteriales,f__enterobacteriaceae,g__citrobacter,s__citrobacter werkmanii,superkingdom__bacteria,,,,
OTU_473,aj620346.1 rubrivivax indolicus str. ou5  ,k__bacteria,p__proteobacteria,c__betaproteobacteria,o__burkholderiales,f__burkholderiales,g__rubrivivax,s__rubrivivax gelatinosus,superkingdom__bacteria,,,,
OTU_474,uncultured bacteroides sp. ,k__bacteria,p__bacteroidetes,c__bacteroidia,o__bacteroidales,f__bacteroidaceae,g__bacteroides,s__bacteroides spp.,superkingdom__bacteria,superphylum__bacteroidetes/chlorobi group,,,
OTU_475,y15408.1 granulicatella elegans str. 2640_91  ,k__bacteria,p__firmicutes,c__bacilli,o__lactobacillales,f__carnobacteriaceae,g__granulicatella,s__granulicatella elegans,superkingdom__bacteria,,,,
OTU_476,uncultured ancalomicrobium sp. ,k__bacteria,p__proteobacteria,c__alphaproteobacteria,o__rhizobiales,f__hyphomicrobiaceae,g__ancalomicrobium,s__ancalomicrobium spp.,superkingdom__bacteria,,,,
