,OTU,aldex2_diff.btw,aldex2_diff.win,aldex2_effect,aldex2_wi.ep,aldex2_wi.eBH,kingdom,phylum,class,order,family,genus,species,aldex2_positive,aldex2_negative,taxrank,test_id
7917,OTU_468,-1.02899458409889,2.41431575428541,-0.36295892147958,0.266689410177026,0.443228227586046,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,perturbed M,OTU,lC_vs_pM
7918,OTU_47,-3.22824883332814,2.21836289224965,-1.36007931507769,0.000693577835992697,0.00719909574339099,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7919,OTU_470,0.747342988686658,4.28516273913746,0.146156937845344,0.501848932285465,0.675018478668344,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7920,OTU_471,-1.11156123476942,2.46599215171487,-0.371384635410913,0.233634079542748,0.434110411790763,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
7921,OTU_474,-2.16546729912872,2.72822208561963,-0.670606381983621,0.0431609510200841,0.150136442187203,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7922,OTU_477,-1.53344639059894,2.80949382855514,-0.451907010530898,0.196273398428197,0.361054062301992,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7923,OTU_479,0.887183808985061,4.19349432081642,0.180020204272369,0.485923672302929,0.6559112418736,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,late C,perturbed M,OTU,lC_vs_pM
7924,OTU_48,-4.03618542393693,3.06264181520553,-1.2244689570312,0.00255116297531158,0.0171904323399443,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7925,OTU_480,0.530980064206732,2.96524699472072,0.144048285938394,0.579785623561165,0.750045344945121,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,late C,perturbed M,OTU,lC_vs_pM
7926,OTU_481,0.633960729207554,4.26193717792961,0.125787350313352,0.489486742875288,0.666025547969454,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7927,OTU_482,1.32402254780176,4.21694344624689,0.275058411763424,0.382413352385489,0.552535433171268,bacteria,firmicutes,clostridia,clostridiales,lachnospiraceae,roseburia,roseburia spp.,late C,perturbed M,OTU,lC_vs_pM
7928,OTU_483,0.684890462685741,4.14879401144406,0.14533926015526,0.493481225688656,0.664600863832668,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7929,OTU_484,1.77445266089283,0.611215349241164,2.81852640008858,5.05675954592363e-05,0.00109342173888875,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7930,OTU_488,-0.629788349596662,2.6199902177629,-0.179567777737348,0.53267774073192,0.714339621370655,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,late C,perturbed M,OTU,lC_vs_pM
7931,OTU_49,-4.59638053366271,3.08709155857743,-1.46544407601461,0.000688259109311741,0.0076708780064799,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7932,OTU_491,-0.579042119211679,3.60920128185184,-0.138509006185501,0.504998690164325,0.678815211795822,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus sp.,late C,perturbed M,OTU,lC_vs_pM
7933,OTU_494,-1.80764812308299,3.74359772912117,-0.429355047180352,0.18932495832341,0.367628446035963,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,late C,perturbed M,OTU,lC_vs_pM
7934,OTU_495,-0.24797758404283,3.16713601470934,-0.0641087008087612,0.566429149797571,0.734754352188798,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7935,OTU_497,3.27270647921474,3.68887200304339,0.823417102418431,0.0357318409145035,0.111289668667211,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7936,OTU_498,0.634206219966472,4.26410721310616,0.128254830015676,0.514266968325792,0.680627966664217,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,late C,perturbed M,OTU,lC_vs_pM
7937,OTU_5,-1.64810075347544,0.97692010809103,-1.49666120998346,0.00195177423195999,0.0180909515635586,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,perturbed M,OTU,lC_vs_pM
7938,OTU_50,0.261037163477141,3.16930164745921,0.0632430269511778,0.632237000873224,0.78852579696085,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium straminoryzae,late C,perturbed M,OTU,lC_vs_pM
7939,OTU_500,-0.722823176910354,3.38281423020465,-0.178513664811152,0.508447447805033,0.690499536644637,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,late C,perturbed M,OTU,lC_vs_pM
7940,OTU_501,-0.228794328956714,4.03596897041357,-0.0448359418649757,0.565133523854886,0.729643035383372,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,pantoea,pantoea agglomerans,late C,perturbed M,OTU,lC_vs_pM
7941,OTU_505,0.255030212022612,4.10498705560891,0.0519352897051845,0.548437802651425,0.715931248592309,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus spp.,late C,perturbed M,OTU,lC_vs_pM
7942,OTU_506,0.352286129518999,2.59766419633494,0.109226128657166,0.59551262205287,0.756445795394276,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,late C,perturbed M,OTU,lC_vs_pM
7943,OTU_508,0.622295286454168,4.01844670252926,0.133267958536889,0.504836072080654,0.676922930743245,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7944,OTU_509,0.113320073361216,4.26011678563114,0.0202328325023747,0.561166746050647,0.729337898672284,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7945,OTU_51,0.43098632267008,1.63273336647667,0.223042270877177,0.517983607208065,0.714661619997748,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,late C,perturbed M,OTU,lC_vs_pM
7946,OTU_510,0.219766010413116,4.13283446072227,0.0436542976499344,0.535354806700008,0.706799090042986,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7947,OTU_512,0.723619450856964,4.21919558773476,0.142197127352765,0.493432999920616,0.662904735121295,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7948,OTU_513,1.24024592025515,4.28949726733645,0.25389760124046,0.402243391283639,0.574344249620687,bacteria,firmicutes,bacilli,bacillales,paenibacillaceae,paenibacillus,paenibacillus spp.,late C,perturbed M,OTU,lC_vs_pM
7949,OTU_515,0.5295384930898,3.85263277908334,0.116655240383603,0.538001190759705,0.706534834437696,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,perturbed M,OTU,lC_vs_pM
7950,OTU_518,-0.641162197389098,3.25823039618541,-0.165174807647425,0.527298840993887,0.706262806997114,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
7951,OTU_52,5.85904325068293,1.94184593229126,3.15345062297603,3.96919901563864e-05,0.000949656875355147,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7952,OTU_521,-1.31384290548511,2.58030768626325,-0.554590962890574,0.133629991267762,0.298791131624141,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,late C,perturbed M,OTU,lC_vs_pM
7953,OTU_522,-1.9565914962378,3.96284471703752,-0.425126881926916,0.198894101770263,0.387670444525148,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,late C,perturbed M,OTU,lC_vs_pM
7954,OTU_523,1.24909603711253,4.17080310499466,0.251864679552601,0.41909403032468,0.594903391397454,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,late C,perturbed M,OTU,lC_vs_pM
7955,OTU_524,2.25549128358151,4.00940867499845,0.502891291499196,0.168361078034453,0.324802594548027,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7956,OTU_525,-0.916270268906694,3.61786780806639,-0.212793705351587,0.432809359371279,0.608850163758199,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,methylocystis,methylocystis heyerii,late C,perturbed M,OTU,lC_vs_pM
7957,OTU_526,0.442355242352492,4.28989017595158,0.0869962150952985,0.528215567198539,0.698272996577984,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium elkanii,late C,perturbed M,OTU,lC_vs_pM
7958,OTU_528,0.665018023243514,4.17949683607818,0.135369617240123,0.49904056521394,0.669949280135643,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7959,OTU_53,-1.51165436769282,4.06359893440611,-0.317176648893933,0.353013018972771,0.544551920793703,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium yuanmingense,late C,perturbed M,OTU,lC_vs_pM
7960,OTU_530,4.20983800737678,1.79170874768534,2.3384674287412,7.0254822576804e-05,0.00135247083701026,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7961,OTU_534,0.915976338032976,4.13909530025844,0.191569426437907,0.46995951417004,0.640702578148002,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium sp.,late C,perturbed M,OTU,lC_vs_pM
7962,OTU_536,-0.851104670857765,3.99498791600269,-0.185095775096141,0.51854318488529,0.696809712963741,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas sp.,late C,perturbed M,OTU,lC_vs_pM
7963,OTU_537,0.675238806342422,3.95016335389953,0.140798362276577,0.537174208144796,0.710376105601054,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7964,OTU_539,1.29930560196036,4.23362000426115,0.266442877036313,0.390647733587362,0.564101821439323,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7965,OTU_54,0.100354617382582,4.95909224899438,0.0197307793684432,0.648333492101294,0.801232824981446,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,phaeospirillum,phaeospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7966,OTU_540,-2.3572671937974,1.7810477054346,-1.23674849769294,0.00146253076129237,0.0119871956900527,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7967,OTU_542,-1.18702784919326,1.6957998915873,-0.645497799591726,0.0779437167579582,0.219316956948535,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
7968,OTU_543,-1.31474280095512,2.95161917347565,-0.374591241752291,0.283480193696912,0.456553539687087,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,beijerinckiaceae,beijerinckia,beijerinckia spp.,late C,perturbed M,OTU,lC_vs_pM
7969,OTU_544,0.301246019528502,4.06985383041962,0.0581084977886852,0.531621497181869,0.69959341631846,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7970,OTU_546,1.18911296212265,4.06694211005077,0.250433492861195,0.40516488052711,0.58207577746213,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,late C,perturbed M,OTU,lC_vs_pM
7971,OTU_548,2.63590315261933,1.43595280399366,1.74528931247537,0.000614432007620862,0.0069433121789121,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7972,OTU_549,-1.92090554290044,2.49759592122805,-0.629414821836419,0.0612705802968961,0.192423894181265,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,late C,perturbed M,OTU,lC_vs_pM
7973,OTU_555,0.113549669738226,4.28340718528388,0.0229090225444271,0.576200643010241,0.740964771489734,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7974,OTU_556,-0.0800562325846768,3.86135321853837,-0.0177228924790585,0.652013177740732,0.804591611407199,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,late C,perturbed M,OTU,lC_vs_pM
7975,OTU_559,0.484492651270506,1.82455462096017,0.218655318684585,0.447248511550369,0.646350049285232,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7976,OTU_56,-3.14461137396047,3.74911827464295,-0.739515259463395,0.0343935857743907,0.120334196254491,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7977,OTU_560,0.87270751203855,4.19074504245895,0.177702911612038,0.469872390251647,0.642659433742202,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,barnesiella,barnesiella viscericola,late C,perturbed M,OTU,lC_vs_pM
7978,OTU_561,2.68144701693338,3.2842303509903,0.727538644545073,0.0547729221243153,0.147088035352956,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7979,OTU_562,4.42802818501163,2.69556296399405,1.60602713458782,0.000269349845201238,0.00340705903113391,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7980,OTU_563,0.582576418227997,2.15345233549783,0.209033908947016,0.511242835595777,0.69815893464454,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7981,OTU_565,-1.88577052260839,1.04686905925445,-1.70872369086474,0.000295229022783202,0.00362516704938387,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7982,OTU_567,1.47419309820918,1.64454852783376,0.755148161256851,0.0569439946018893,0.177509375094418,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7983,OTU_569,0.076710624838161,1.07965681809701,0.0657256655260715,0.682090458045566,0.827629517317477,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,caulobacter spp.,late C,perturbed M,OTU,lC_vs_pM
7984,OTU_57,-2.14214055917707,2.9937597660557,-0.650389458530316,0.0623617131062951,0.185591503323969,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
7985,OTU_570,0.239560975965789,4.16310902953399,0.0470105083693104,0.55214729697547,0.722838836926337,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
7986,OTU_571,0.111287480656249,3.92469830603081,0.0265209841547645,0.549535365563229,0.719352804741996,bacteria,proteobacteria,alphaproteobacteria,alphaproteobacteria,alphaproteobacteria,hartmannibacter,stappia sp.,late C,perturbed M,OTU,lC_vs_pM
7987,OTU_572,-0.186546289806159,3.9385463085687,-0.0373909535500719,0.559995316345162,0.725603308797182,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7988,OTU_575,1.23831423161843,4.2256554301602,0.251783285289957,0.40664225609272,0.571607762789307,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7989,OTU_58,-1.82759788900356,2.92452914213141,-0.540446863239235,0.129744899579265,0.280151905680221,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7990,OTU_580,-1.8688765279229,3.74955981497084,-0.433912198518933,0.195492061601969,0.368166765529178,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7991,OTU_583,5.39045961270763,1.9505906708506,2.83071930839819,3.96919901563864e-05,0.000949656875355147,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
7992,OTU_584,-4.65745398058914,1.92967515400725,-2.38096176654802,6.33087242994364e-05,0.00128621187999927,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7993,OTU_585,-0.777087438299604,3.78529507959136,-0.170602017333279,0.521280185758514,0.696712271666409,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,late C,perturbed M,OTU,lC_vs_pM
7994,OTU_589,-2.10159744965505,2.24257117230182,-0.845053041062987,0.0184113280939906,0.0733243752743652,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas rhenobacensis,late C,perturbed M,OTU,lC_vs_pM
7995,OTU_59,-1.07426147074941,3.20051365476214,-0.280486815984378,0.360478764785266,0.544403571954545,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,late C,perturbed M,OTU,lC_vs_pM
7996,OTU_590,-0.758604193809024,3.96066184292742,-0.16423583704333,0.501602564102564,0.66997539444105,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
7997,OTU_591,-1.51248117903274,1.25132346336702,-1.12277499570518,0.00490354846391998,0.0291262223635512,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
7998,OTU_594,0.281543136040253,3.8319864244959,0.0615583278818781,0.584094784472493,0.746057102345331,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas spp.,late C,perturbed M,OTU,lC_vs_pM
7999,OTU_595,-0.106571027510327,3.32779573541825,-0.0267958528156121,0.608346233230134,0.770915389360466,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,bradyrhizobium,bradyrhizobium spp.,late C,perturbed M,OTU,lC_vs_pM
8000,OTU_596,0.970335296264095,3.3642435335891,0.248257961516459,0.400652576010161,0.594032732157662,bacteria,firmicutes,clostridia,clostridiales,clostridiaceae,clostridium,clostridium sp.,late C,perturbed M,OTU,lC_vs_pM
8001,OTU_597,0.446480861737826,3.94191944649299,0.0938567151719249,0.546067873303167,0.712273191257898,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,perturbed M,OTU,lC_vs_pM
8002,OTU_6,5.01619574774099,1.3292272714697,3.93092691136807,3.96919901563864e-05,0.000949656875355147,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
8003,OTU_60,-1.29958966846486,3.29318163584855,-0.335727406574942,0.278378621894102,0.469354296434236,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,late C,perturbed M,OTU,lC_vs_pM
8004,OTU_600,-2.18359097789476,2.52830412104887,-0.762948272915734,0.0419546717472414,0.122594867744437,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,perturbed M,OTU,lC_vs_pM
8005,OTU_601,3.73350961369493,3.13837163035499,1.11699607103908,0.00548702071921886,0.0296086313182212,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
8006,OTU_602,0.376008705245781,4.14061902723112,0.0779112230889011,0.552493172977693,0.7189969041808,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas spp.,late C,perturbed M,OTU,lC_vs_pM
8007,OTU_603,1.10633431901642,4.02848532450193,0.227268856818949,0.433959792013972,0.613049116969787,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,desulfovibrio mexicanus,late C,perturbed M,OTU,lC_vs_pM
8008,OTU_604,-1.303357938888,1.46473370674008,-0.831179249245855,0.0243925934746368,0.0914393332452695,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,late C,perturbed M,OTU,lC_vs_pM
8009,OTU_605,0.119696302897426,3.93366001207304,0.0230384305122857,0.562060530284988,0.728130600111212,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
8010,OTU_608,5.28981052194055,2.06946329278187,2.905814541464,3.96919901563864e-05,0.000949656875355147,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
8011,OTU_609,1.65885077092389,4.20964176007319,0.344820026673991,0.298521870286576,0.467355146934249,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
8012,OTU_61,1.47304465865755,2.71285106649543,0.450653082762058,0.18791116932603,0.366910589909735,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
8013,OTU_610,-1.06456385098346,3.06100128731287,-0.282833165035517,0.389894736842105,0.580062353156182,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
8014,OTU_611,-1.57089602531987,1.67851274657635,-0.827525406364064,0.0169329602286259,0.0680635677382126,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,late C,perturbed M,OTU,lC_vs_pM
8015,OTU_615,-0.208276399929411,3.9069345272012,-0.0473758648730623,0.620559458601254,0.777627741492934,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,late C,perturbed M,OTU,lC_vs_pM
8016,OTU_617,1.29472276645803,4.17817016771966,0.257059634480644,0.379035365563229,0.554631526517052,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
8017,OTU_62,-0.886893796852551,2.79591250021362,-0.270320856359319,0.359303048344844,0.554517622857398,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter sp.,late C,perturbed M,OTU,lC_vs_pM
8018,OTU_620,-0.842946116940831,1.2112922383211,-0.649974711056397,0.0903530205604509,0.237884633025663,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
8019,OTU_621,-0.694812907107284,3.95389231103128,-0.156484813607779,0.516971302691117,0.689324248887226,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,citrobacter,citrobacter spp.,late C,perturbed M,OTU,lC_vs_pM
8020,OTU_622,-0.609827810232626,3.56673126293349,-0.144886220960147,0.546991466222116,0.720267999092334,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
8021,OTU_63,-0.83894233182756,1.09669102392952,-0.684665934301989,0.0727810192903072,0.196834183573652,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,late C,perturbed M,OTU,lC_vs_pM
8022,OTU_633,0.108035246889849,2.9748005409673,0.0277732571948102,0.670852425180599,0.818084911100069,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
8023,OTU_634,-4.5355068227297,2.93881444901892,-1.47578562792843,0.000281058982297372,0.0037343302064803,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,late C,perturbed M,OTU,lC_vs_pM
8024,OTU_636,4.13823560934391,2.84892047988203,1.36359902965442,0.000744423275383028,0.00667299779579532,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,late C,perturbed M,OTU,lC_vs_pM
8025,OTU_638,0.458517314737874,4.11152577441117,0.0949110602080799,0.526012899896801,0.698547846563555,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,late C,perturbed M,OTU,lC_vs_pM
