,OTU,ancom_beta,ancom_se,ancom_W,ancom_p_val,ancom_q_val,ancom_diff_abn,kingdom,phylum,class,order,family,genus,species,ancom_positive,ancom_negative,taxrank,test_id
2238,OTU_594,-1.55057822799319,0.298579547518542,-5.19318299220376,2.06728807250548e-07,2.02594231105537e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,brevundimonas spp.,.clusterstable C,early,species,sC_vs_rG
2239,OTU_60,-0.967518622516868,0.256089118692459,-3.77805440331408,0.000158058355403935,0.0143833103417581,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,.clusterstable C,early,species,sC_vs_rG
2240,OTU_78,-1.62372604902428,0.240482790439969,-6.7519428149251,1.45878376855255e-11,1.51713511929465e-09,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio sodomensis,.clusterstable C,early,species,sC_vs_rG
2241,OTU_85,-1.23827130537843,0.32983290025516,-3.754238295878,0.000173869395742243,0.0156482456168019,TRUE,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,rhodothermus,rhodothermus spp.,.clusterstable C,early,species,sC_vs_rG
2242,OTU_9,-2.80976634366852,0.52326492131388,-5.36968221873807,7.88755048648278e-08,7.88755048648278e-06,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,.clusterstable C,early,species,sC_vs_rG
2243,OTU_11,1.40926727977898,0.412560736117545,3.41590257240926,0.000635709870176588,0.0368711724702421,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,NA,.clusterstable C,early,genus,sC_vs_rG
2244,OTU_12,4.23857243485411,0.604385235076678,7.01303107498377,2.33209627029630e-12,1.60914642650445e-10,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,NA,.clusterstable C,early,genus,sC_vs_rG
2245,OTU_132,-0.689380622754869,0.187250857029132,-3.68158861162178,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiales,methyloligella,NA,.clusterstable C,early,genus,sC_vs_rG
2246,OTU_148,-0.413279883889536,0.146347426326294,-2.82396413974573,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,pseudochrobactrum,NA,.clusterstable C,early,genus,sC_vs_rG
2247,OTU_15,4.24005289781692,0.575214486044352,7.37125541982611,1.69028639456295e-13,1.18320047619406e-11,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,NA,.clusterstable C,early,genus,sC_vs_rG
2248,OTU_166,-0.503383241246905,0.221899934578696,-2.26851459962185,0,0,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,spirosoma,NA,.clusterstable C,early,genus,sC_vs_rG
2249,OTU_169,0.371840226022325,0.260149064674463,1.4293352408844,0,0,TRUE,bacteria,bacteroidetes,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,sphingobacterium,NA,.clusterstable C,early,genus,sC_vs_rG
2250,OTU_171,-0.45833156256822,0.219903845316848,-2.08423623474085,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,oligotropha,NA,.clusterstable C,early,genus,sC_vs_rG
2251,OTU_196,-2.00066247466326,0.343237291886629,-5.82880276110582,5.58264388835882e-09,3.68454496631682e-07,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,NA,.clusterstable C,early,genus,sC_vs_rG
2252,OTU_22,3.29118457883013,0.780194304730934,4.21841656478787,2.46023977195948e-05,0.00152534865861487,TRUE,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,NA,.clusterstable C,early,genus,sC_vs_rG
2253,OTU_25,-2.15433924936288,0.564818256701535,-3.81421673928167,0.000136615532621292,0.00833354748989882,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,nitrospirillum,NA,.clusterstable C,early,genus,sC_vs_rG
2254,OTU_251,-1.75161023356779,0.351433687778266,-4.98418419884936,6.22237819192983e-07,3.98232204283509e-05,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,cytophaga,NA,.clusterstable C,early,genus,sC_vs_rG
2255,OTU_310,-0.413279883889536,0.225353637524161,-1.83391707553523,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,alicyclobacillaceae,tumebacillus,NA,.clusterstable C,early,genus,sC_vs_rG
2256,OTU_43,1.48102536980097,0.663131702494655,2.23338043442872,0,0,TRUE,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,desulfovibrio,NA,.clusterstable C,early,genus,sC_vs_rG
2257,OTU_482,-0.291211851815301,0.250886502438259,-1.16073144224634,0,0,TRUE,bacteria,firmicutes,clostridia,clostridiales,lachnospiraceae,roseburia,NA,.clusterstable C,early,genus,sC_vs_rG
2258,OTU_50,-1.36232155608118,0.408339899992127,-3.33624403617536,0.000849185861684202,0.0484035941159995,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,NA,.clusterstable C,early,genus,sC_vs_rG
2259,OTU_501,0.371840226022325,0.257945493091352,1.44154573730287,0,0,TRUE,bacteria,proteobacteria,gammaproteobacteria,enterobacteriales,enterobacteriaceae,pantoea,NA,.clusterstable C,early,genus,sC_vs_rG
2260,OTU_536,-2.11184818721366,0.433097877324505,-4.87614531906682,1.08178927628907e-06,6.81527244062117e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,brevundimonas,NA,.clusterstable C,early,genus,sC_vs_rG
2261,OTU_569,-1.7520605223167,0.291166593502845,-6.01738166881972,1.77260801831428e-09,1.18764737227057e-07,TRUE,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,caulobacter,NA,.clusterstable C,early,genus,sC_vs_rG
2262,OTU_78,-1.88091381983081,0.284388588909432,-6.61388639763538,3.74359071514522e-11,2.54564168629875e-09,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,NA,.clusterstable C,early,genus,sC_vs_rG
2263,OTU_85,-1.21179040959534,0.346580026359273,-3.49642309836738,0.000471540387081392,0.0278208828378021,TRUE,bacteria,bacteroidetes,bacteroidetes,bacteroidetes order ii. incertae sedis,rhodothermaceae,rhodothermus,NA,.clusterstable C,early,genus,sC_vs_rG
2264,OTU_9,-2.78236353569068,0.53723419857418,-5.17905141384348,2.23017004358062e-07,1.4496105283274e-05,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,NA,.clusterstable C,early,genus,sC_vs_rG
2265,OTU_11,1.45124155820638,0.433372124558798,3.34871920911812,0.000811860288753305,0.0308506909726256,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2266,OTU_12,4.15525278873633,0.606961250778529,6.84599351837785,7.59469176031275e-12,3.26571745693448e-10,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2267,OTU_132,-0.647406344327472,0.206859195168823,-3.12969575173638,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiales,NA,NA,.clusterstable C,early,family,sC_vs_rG
2268,OTU_15,4.28202717624431,0.585822641726187,7.30942587610967,2.68286199980053e-13,1.18045927991223e-11,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2269,OTU_169,0.413814504449722,0.276792969601457,1.49503256909147,0,0,TRUE,bacteria,bacteroidetes,sphingobacteriia,sphingobacteriales,sphingobacteriaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2270,OTU_196,-1.96723909739948,0.36958865778456,-5.3227799499903,1.02193338357318e-07,4.18992687265005e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2271,OTU_22,3.33315885725752,0.79165895215799,4.21034695328289,2.5497880701265e-05,0.000994417347349335,TRUE,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2272,OTU_310,-0.371305605462138,0.235113829045971,-1.57925889331477,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,alicyclobacillaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2273,OTU_43,1.52299964822837,0.676640967225201,2.25082388149501,0,0,TRUE,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,desulfovibrionaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2274,OTU_569,-1.75321401820052,0.321090291756628,-5.46019005622687,4.75625146636818e-08,1.99762561587464e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,caulobacteraceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2275,OTU_9,-2.74038925726328,0.563356229389429,-4.86439860660339,1.14805340724304e-06,4.59221362897216e-05,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,NA,NA,.clusterstable C,early,family,sC_vs_rG
2276,OTU_15,4.26871073117462,0.616056520325396,6.92908944283217,4.23557958241153e-12,1.14360648725111e-10,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2277,OTU_169,0.40049805938003,0.292939730377547,1.36716879906955,0,0,TRUE,bacteria,bacteroidetes,sphingobacteriia,sphingobacteriales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2278,OTU_310,-0.429673729210516,0.250715647409515,-1.71378904208836,0,0,TRUE,bacteria,firmicutes,bacilli,bacillales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2279,OTU_43,1.50968320315867,0.698703872607667,2.16069104859017,0,0,TRUE,bacteria,proteobacteria,deltaproteobacteria,desulfovibrionales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2280,OTU_569,-1.76653046327022,0.353694779013993,-4.99450534213379,5.89867589171159e-07,1.53365573184501e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,caulobacterales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2281,OTU_8,1.60442462984717,0.410150268044215,3.91179710182272,9.1611864740595e-05,0.00219868475377428,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2282,OTU_9,-2.56266418952374,0.557883903451601,-4.5935438783386,4.35781337150709e-06,0.000108945334287677,TRUE,bacteria,firmicutes,clostridia,clostridiales,NA,NA,NA,.clusterstable C,early,order,sC_vs_rG
2283,OTU_143,-1.34782821904701,0.389638764511368,-3.45917383435212,0.000541835082239253,0.00704385606911029,TRUE,bacteria,gemmatimonadetes,gemmatimonadetes,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2284,OTU_15,3.59977548872014,0.634873806417083,5.67006458974188,1.42743695189802e-08,2.42664281822663e-07,TRUE,bacteria,spirochaetes,spirochaetia,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2285,OTU_169,-0.268437183074451,0.342560830250711,-0.783619022869569,0,0,TRUE,bacteria,bacteroidetes,sphingobacteriia,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2286,OTU_19,-1.53940371160512,0.360485909855205,-4.27035750779676,1.95159876738916e-05,0.000273223827434482,TRUE,bacteria,firmicutes,bacilli,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2287,OTU_43,0.840747960704195,0.720635908538765,1.16667508618739,0,0,TRUE,bacteria,proteobacteria,deltaproteobacteria,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2288,OTU_6,-1.21671331218859,0.265135352242104,-4.58902708333505,4.45316655924132e-06,6.67974983886198e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2289,OTU_85,-1.39012761487745,0.474340662013603,-2.9306524323179,0.00338250998111971,0.0405901197734365,TRUE,bacteria,bacteroidetes,bacteroidetes,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2290,OTU_9,-3.23159943197822,0.585521362923491,-5.51918279436115,3.40579775166909e-08,5.44927640267054e-07,TRUE,bacteria,firmicutes,clostridia,NA,NA,NA,NA,.clusterstable C,early,class,sC_vs_rG
2291,OTU_102,-1.48062248139939,0.330833767950482,-4.47542731375899,7.62586396077129e-06,0.0030808490401516,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas pangongensis,.clusterstable C,early,OTU,sC_vs_rM
2292,OTU_106,1.40005254067908,0.353161592418839,3.9643397547564,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable C,early,OTU,sC_vs_rM
2293,OTU_107,1.34116748978597,0.242192981363565,5.53759849783878,3.06647243590251e-08,1.31858314743808e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,.clusterstable C,early,OTU,sC_vs_rM
2294,OTU_11,2.19723737362874,0.493666583961222,4.45085295423061,8.55298941079172e-06,0.00343830174313827,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,.clusterstable C,early,OTU,sC_vs_rM
2295,OTU_116,2.02489674214273,0.499756724495741,4.05176487457145,5.08327356392534e-05,0.0197739341636696,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,acetobacteraceae,acetobacter,acetobacter spp.,.clusterstable C,early,OTU,sC_vs_rM
2296,OTU_117,-1.25758294205375,0.255007614135187,-4.9315505590632,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum intermedium,.clusterstable C,early,OTU,sC_vs_rM
2297,OTU_12,2.89568192620172,0.657218887391196,4.40596273441869,1.05315069407184e-05,0.00420207126934664,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,paludibacter,paludibacter propionicigenes,.clusterstable C,early,OTU,sC_vs_rM
2298,OTU_131,0.901458180644027,0.164875897472755,5.46749521586678,4.5643952399844e-08,1.94443237223336e-05,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,.clusterstable C,early,OTU,sC_vs_rM
2299,OTU_132,-0.227133111024264,0.14516066229815,-1.5647015343437,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiales,methyloligella,methyloligella halotolerans,.clusterstable C,early,OTU,sC_vs_rM
2300,OTU_138,0.969158708187574,0.198147170048987,4.89110547452165,1.0027121127144e-06,0.000417128238889192,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable C,early,OTU,sC_vs_rM
2301,OTU_140,-1.26287141265745,0.269413792175925,-4.68747870128642,2.76591476156197e-06,0.00113679096700197,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable C,early,OTU,sC_vs_rM
2302,OTU_144,2.18511270972016,0.397581540545982,5.49601147658777,3.88477237843243e-08,1.65879780559065e-05,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable C,early,OTU,sC_vs_rM
2303,OTU_15,4.58167740072927,0.556935090451919,8.22659135557704,1.92616187980041e-16,8.45585065232382e-14,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable C,early,OTU,sC_vs_rM
2304,OTU_151,0.329260834409902,0.162982580315088,2.02022101854907,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,prevotellaceae,prevotella,prevotella sp.,.clusterstable C,early,OTU,sC_vs_rM
2305,OTU_157,0.643150059743648,0.213502960347308,3.01237068890017,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,.clusterstable C,early,OTU,sC_vs_rM
2306,OTU_164,-1.78438621730497,0.252138959029011,-7.07699525760184,1.47313572677013e-12,6.43760312598545e-10,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,.clusterstable C,early,OTU,sC_vs_rM
2307,OTU_166,-0.306983880646041,0.152309472088604,-2.01552717921218,0,0,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,spirosoma,spirosoma spp.,.clusterstable C,early,OTU,sC_vs_rM
2308,OTU_171,-0.227133111024264,0.15333453617785,-1.48129127779026,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,oligotropha,oligotropha carboxidovorans,.clusterstable C,early,OTU,sC_vs_rM
2309,OTU_172,-0.457391620323668,0.147336334193066,-3.10440478126946,0,0,TRUE,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,.clusterstable C,early,OTU,sC_vs_rM
2310,OTU_177,1.16423222692133,0.211429766568756,5.50647264959603,3.66094809369745e-08,1.57054673219621e-05,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable C,early,OTU,sC_vs_rM
2311,OTU_180,-0.146040089402631,0.10869709680318,-1.34355096592017,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,burkholderiales,burkholderiales,aquabacterium,aquabacterium spp.,.clusterstable C,early,OTU,sC_vs_rM
2312,OTU_182,0.972090787314226,0.261322313826717,3.71989201028895,0,0,TRUE,bacteria,spirochaetes,spirochaetia,spirochaetales,spirochaetaceae,spirochaeta,spirochaeta spp.,.clusterstable C,early,OTU,sC_vs_rM
2313,OTU_183,-0.92372854204988,0.211896411472778,-4.35934018716759,1.30455182478649e-05,0.00519211626265025,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable C,early,OTU,sC_vs_rM
2314,OTU_186,-0.00741065329064225,0.139260928667002,-0.0532141596467624,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas sp.,.clusterstable C,early,OTU,sC_vs_rM
2315,OTU_19,-0.829644795325245,0.214507011222848,-3.86768148320961,0.000109875051364399,0.0418623945698361,TRUE,bacteria,firmicutes,bacilli,lactobacillales,streptococcaceae,streptococcus,streptococcus salivarius,.clusterstable C,early,OTU,sC_vs_rM
2316,OTU_194,0.329260834409903,0.158156702730109,2.08186456044028,0,0,TRUE,bacteria,proteobacteria,betaproteobacteria,rhodocyclales,rhodocyclaceae,rhodocyclus,rhodocyclus tenuis,.clusterstable C,early,OTU,sC_vs_rM
2317,OTU_195,-0.117271882157453,0.205839274240834,-0.569725493786205,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable C,early,OTU,sC_vs_rM
2318,OTU_196,-1.84938379031638,0.27585021018631,-6.70430444503667,2.02367959159072e-11,8.82324301933556e-09,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,brucellaceae,ochrobactrum,ochrobactrum anthropi,.clusterstable C,early,OTU,sC_vs_rM
2319,OTU_202,-0.365762547136253,0.205928368668925,-1.77616396177204,0,0,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable C,early,OTU,sC_vs_rM
2320,OTU_205,-0.00741065329064225,0.17984911925158,-0.0412048350388412,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio spp.,.clusterstable C,early,OTU,sC_vs_rM
2321,OTU_212,-0.146040089402631,0.171577444176494,-0.851161352260304,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable C,early,OTU,sC_vs_rM
2322,OTU_213,-1.6083806365161,0.212759383692342,-7.55962255860772,4.04240646087727e-14,1.77057402986425e-11,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable C,early,OTU,sC_vs_rM
2323,OTU_215,-1.25546648494,0.322649414914027,-3.89111657082823,9.97839763824634e-05,0.038117478978101,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,.clusterstable C,early,OTU,sC_vs_rM
2324,OTU_216,0.783268524459608,0.221996305835209,3.52829530884645,0,0,TRUE,bacteria,bacteroidetes,cytophagia,cytophagales,cytophagaceae,pontibacter,pontibacter spp.,.clusterstable C,early,OTU,sC_vs_rM
2325,OTU_219,-0.0479571641014586,0.118993417315574,-0.403023672933728,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable C,early,OTU,sC_vs_rM
2326,OTU_22,3.46484661588373,0.749902543917675,4.62039586875185,3.8300854013923e-06,0.00157033501457084,TRUE,bacteria,firmicutes,clostridia,clostridiales,ruminococcaceae,ruminococcus,ruminococcus spp.,.clusterstable C,early,OTU,sC_vs_rM
2327,OTU_223,-1.54099896432103,0.390208520473844,-3.94916790245824,7.84233306607357e-05,0.0300361356430618,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable C,early,OTU,sC_vs_rM
2328,OTU_226,-0.00741065329064225,0.159347996427548,-0.0465060964479193,0,0,TRUE,bacteria,firmicutes,bacilli,lactobacillales,lactobacillaceae,lactobacillus,lactobacillus iners,.clusterstable C,early,OTU,sC_vs_rM
2329,OTU_232,-0.146040089402631,0.151997995445918,-0.960802732787313,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,rhodovibrio,rhodovibrio spp.,.clusterstable C,early,OTU,sC_vs_rM
2330,OTU_233,-0.255901318269442,0.116904893354498,-2.18897011858569,0,0,TRUE,bacteria,gemmatimonadetes,gemmatimonadetes,gemmatimonadales,gemmatimonadaceae,gemmatimonas,gemmatimonas spp.,.clusterstable C,early,OTU,sC_vs_rM
2331,OTU_234,0.387184421282497,0.192940157891446,2.00675911906499,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable C,early,OTU,sC_vs_rM
2332,OTU_236,1.27030408577793,0.126385484694156,10.0510283190509,9.09137218118813e-24,4.01838650408515e-21,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,bacteroidaceae,bacteroides,bacteroides spp.,.clusterstable C,early,OTU,sC_vs_rM
2333,OTU_237,-0.15781839296827,0.160178772021645,-0.985264095712658,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable C,early,OTU,sC_vs_rM
2334,OTU_24,1.32326100499346,0.268669948803496,4.92522893195355,8.42616445876471e-07,0.000352213674376365,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,afipia,afipia sp.,.clusterstable C,early,OTU,sC_vs_rM
2335,OTU_245,-1.78272172962963,0.378092034535497,-4.71504704355855,2.41654909623767e-06,0.000998034776746156,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable C,early,OTU,sC_vs_rM
2336,OTU_246,-0.117271882157453,0.0974291178885729,-1.20366359358374,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable C,early,OTU,sC_vs_rM
2337,OTU_255,0.954457924604831,0.228480708984827,4.17741142718624,2.94845419749022e-05,0.0115579404541617,TRUE,bacteria,verrucomicrobia,opitutae,opitutales,opitutaceae,opitutus,opitutus spp.,.clusterstable C,early,OTU,sC_vs_rM
2338,OTU_258,-0.00741065329064225,0.133855941613654,-0.055362901349807,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhodospirillales,rhodospirillaceae,magnetospirillum,magnetospirillum sp.,.clusterstable C,early,OTU,sC_vs_rM
2339,OTU_260,-0.0767253713466367,0.132416297950776,-0.579425437306503,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable C,early,OTU,sC_vs_rM
2340,OTU_264,-0.117271882157453,0.140080365198809,-0.837175731167001,0,0,TRUE,bacteria,actinobacteria,actinobacteria,actinomycetales,nocardioidaceae,propionicimonas,propionicimonas paludicola,.clusterstable C,early,OTU,sC_vs_rM
2341,OTU_265,0.329260834409903,0.158486157098702,2.07753686780887,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,hyphomicrobiaceae,ancalomicrobium,ancalomicrobium spp.,.clusterstable C,early,OTU,sC_vs_rM
2342,OTU_267,-1.47883706439701,0.349462842577009,-4.23174336216053,2.31886910149188e-05,0.00913634425987801,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,rhizobiaceae,rhizobium,rhizobium sp.,.clusterstable C,early,OTU,sC_vs_rM
2343,OTU_272,-0.00741065329064225,0.0847169965162985,-0.0874754015767843,0,0,TRUE,bacteria,bacteroidetes,bacteroidia,bacteroidales,porphyromonadaceae,parabacteroides,parabacteroides distasonis,.clusterstable C,early,OTU,sC_vs_rM
2344,OTU_275,-1.23642595345577,0.285083619311649,-4.33706417941933,1.44398471549492e-05,0.00573261932051484,TRUE,bacteria,firmicutes,clostridia,clostridiales,eubacteriaceae,eubacterium,eubacterium sp.,.clusterstable C,early,OTU,sC_vs_rM
2345,OTU_279,-0.227133111024264,0.157513464572995,-1.44199171569238,0,0,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodoblastus,rhodoblastus acidophilus,.clusterstable C,early,OTU,sC_vs_rM
2346,OTU_296,-0.117271882157453,0.158112195752665,-0.741700421015604,0,0,TRUE,bacteria,proteobacteria,gammaproteobacteria,pseudomonadales,pseudomonadaceae,pseudomonas,pseudomonas sp.,.clusterstable C,early,OTU,sC_vs_rM
2347,OTU_297,-2.21269491458442,0.471414086835861,-4.69373948800738,2.68255610032619e-06,0.00110521311333439,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,methylocystaceae,pleomorphomonas,pleomorphomonas oryzae,.clusterstable C,early,OTU,sC_vs_rM
2348,OTU_298,1.35923284700167,0.239695873828231,5.67065600793657,1.42251765811864e-08,6.14527628307252e-06,TRUE,bacteria,proteobacteria,alphaproteobacteria,rhizobiales,bradyrhizobiaceae,rhodopseudomonas,rhodopseudomonas palustris,.clusterstable C,early,OTU,sC_vs_rM
